"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL174";"AMPICILLIN";"4";"349.41";"0";"0.32";"Ampicillin";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL431298";"";"0";"452.00";"0";"4.08";"11";"COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"19.91";"0.42";"4.92";"12.74";"True";"CHEMBL838622";"Binding affinity against 5 Hydroxy tryptamine 6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142049";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL19019";"NALTREXONE";"4";"341.41";"0";"1.53";"Naltrexone";"O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL534703";"";"0";"236.75";"0";"2.46";"6a";"Cl.c1ccc2c(C[C@@H]3CCCN3)c[nH]c2c1";"Ki";"'='";"2400.0";"nM";"5.62";"";"";"UO_0000065";"28.06";"0.51";"3.16";"20.20";"False";"CHEMBL839441";"Binding affinity against h5-HT6 receptor transiently expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139582";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"CHEMBL3307715";""
"CHEMBL539327";"";"0";"250.77";"0";"2.80";"6c";"CN1CCC[C@@H]1Cc1c[nH]c2ccccc12.Cl";"Ki";"'='";"640.0";"nM";"6.19";"";"";"UO_0000065";"28.90";"0.53";"3.39";"32.55";"False";"CHEMBL839441";"Binding affinity against h5-HT6 receptor transiently expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139582";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"CHEMBL3307715";""
"CHEMBL923";"RISEDRONIC ACID";"4";"283.11";"0";"-0.37";"RISEDRONIC ACID";"O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL27769";"STANOLONE";"2";"290.45";"0";"3.96";"STANOLONE";"C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL367730";"";"0";"409.96";"0";"4.49";"20d";"CN1CCC(c2c[nH]c3ccc(NS(=O)(=O)c4ccc(Cl)s4)cc23)CC1";"Ki";"'='";"24.3";"nM";"7.61";"";"";"UO_0000065";"18.57";"0.40";"3.12";"11.68";"False";"CHEMBL826384";"Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145196";"1";"Scientific Literature";"J. Med. Chem.";"2005";"CHEMBL3307715";""
"CHEMBL176218";"";"0";"451.92";"0";"2.60";"21b";"CN(C)C(=O)C(=O)c1c[nH]c2ccc(NS(=O)(=O)c3c(Cl)nc4sccn34)cc12";"Ki";"'='";"18.4";"nM";"7.74";"";"";"UO_0000065";"17.12";"0.36";"5.14";"6.63";"False";"CHEMBL826384";"Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145196";"1";"Scientific Literature";"J. Med. Chem.";"2005";"CHEMBL3307715";""
"CHEMBL361319";"";"0";"450.52";"0";"3.57";"21e";"CCN(CC)C(=O)C(=O)c1c[nH]c2ccc(NS(=O)(=O)c3cccc4cccnc34)cc12";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL826384";"Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145196";"1";"Scientific Literature";"J. Med. Chem.";"2005";"CHEMBL3307715";""
"CHEMBL182937";"";"0";"386.41";"0";"3.40";"17";"C[C@H](Nc1nc(N)nc(NCCOc2ccc(F)cc2)n1)c1ccc(F)cc1";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL828253";"Binding affinity against 5-Hydroxy tryptamine 6 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137159";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL1630578";"TIRILAZAD";"3";"624.87";"2";"5.46";"TIRILAZAD";"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL92401";"IPRONIAZID";"4";"179.22";"0";"0.72";"IPRONIAZID";"CC(C)NNC(=O)c1ccncc1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL1140";"NIACINAMIDE";"4";"122.13";"0";"0.18";"NIACINAMIDE";"NC(=O)c1cccnc1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL7379";"";"0";"260.38";"0";"3.23";"2";"CCCc1[nH]c2ccc(OC)cc2c1CCN(C)C";"Ki";"'='";"185.0";"nM";"6.73";"";"";"UO_0000065";"25.86";"0.48";"3.50";"23.82";"False";"CHEMBL828233";"Binding affinity against 5-hydroxytryptamine 6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137194";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL15245";"YOHIMBINE";"4";"354.45";"0";"2.65";"YOHIMBINE";"COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21";"Ki";"'='";"784.0";"nM";"6.11";"";"";"UO_0000065";"17.23";"0.32";"3.46";"9.31";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL359604";"";"0";"331.42";"0";"4.44";"12k";"CN1CC=C(c2cn(C(=O)Nc3ccccc3)c3ccccc23)CC1";"Ki";"'='";"118.0";"nM";"6.93";"";"";"UO_0000065";"20.90";"0.38";"2.49";"18.59";"False";"CHEMBL829676";"Binding affinity against cloned human 5-hydroxytryptamine 6 receptor expressed in HeLa cells using [3H]LSD";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141885";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"CHEMBL3308376";""
"CHEMBL281937";"";"0";"302.42";"0";"4.41";"12i";"CN1CC=C(c2cn(Cc3ccccc3)c3ccccc23)CC1";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"26.45";"0.48";"3.59";"97.92";"False";"CHEMBL829676";"Binding affinity against cloned human 5-hydroxytryptamine 6 receptor expressed in HeLa cells using [3H]LSD";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141885";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"CHEMBL3308376";""
"CHEMBL15770";"SULINDAC";"4";"356.42";"0";"4.37";"SULINDAC";"CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL275742";"DEXPROPRANOLOL";"0";"259.35";"0";"2.58";"R-(+)-PROPRANOLOL";"CC(C)NC[C@@H](O)COc1cccc2ccccc12";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL1917344";"";"0";"440.57";"0";"2.73";"31";"COc1ccccc1N1CCN(CCCNS(=O)(=O)c2cccc3cccnc23)CC1";"Ki";"'='";"2159.0";"nM";"5.67";"";"";"UO_0000065";"12.86";"0.25";"2.94";"7.58";"False";"CHEMBL1920543";"Displacement of [3H]-LSD from human 5-HT6 receptor expressed in HEK293 cells after 1 hr by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914452";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL1917345";"";"0";"454.60";"0";"3.12";"32";"COc1ccccc1N1CCN(CCCCNS(=O)(=O)c2cccc3cccnc23)CC1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1920543";"Displacement of [3H]-LSD from human 5-HT6 receptor expressed in HEK293 cells after 1 hr by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914452";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL1917349";"";"0";"401.56";"0";"3.41";"36";"O=S(=O)(NCCCCN1CCc2sccc2C1)c1cnc2ccccc2c1";"Ki";"'='";"1082.0";"nM";"5.97";"";"";"UO_0000065";"14.86";"0.30";"2.56";"9.58";"False";"CHEMBL1920543";"Displacement of [3H]-LSD from human 5-HT6 receptor expressed in HEK293 cells after 1 hr by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914452";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL1917353";"";"0";"401.58";"0";"3.81";"40";"O=S(=O)(NCCCCN1CCC2CCCCC2C1)c1cccc2cccnc12";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1920543";"Displacement of [3H]-LSD from human 5-HT6 receptor expressed in HEK293 cells after 1 hr by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914452";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL2079587";"STANOZOLOL";"4";"328.50";"0";"4.12";"STANOZOLOL";"C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL75010";"";"0";"408.52";"0";"4.14";"11";"COc1ccc2c(c1)c(CCN(C)C)cn2S(=O)(=O)c1ccc2ccccc2c1";"Ki";"'='";"1.6";"nM";"8.80";"";"";"UO_0000065";"21.53";"0.41";"4.66";"17.07";"False";"CHEMBL828233";"Binding affinity against 5-hydroxytryptamine 6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137194";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL421";"SULFASALAZINE";"4";"398.40";"0";"3.70";"SULFASALAZINE";"O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL3799529";"";"0";"466.53";"0";"3.97";"3";"CC(C)CS(=O)(=O)n1ccc2c(-c3ccc(C(F)(F)F)cc3)cc(N3CCNCC3)nc21";"Ki";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"18.27";"0.36";"4.55";"12.68";"False";"CHEMBL3804531";"Displacement of [3H]LSD from human 5HT6 receptor in HEK293 cell membrane incubated for 1 hr by scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797149";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"CHEMBL3307715";""
"CHEMBL3329452";"";"0";"471.45";"1";"5.21";"70, SYN-114";"O=C1c2cccc(N3CCNCC3)c2Oc2ccc(F)cc2N1Cc1cccc(C(F)(F)F)c1";"Ki";"'='";"0.3";"nM";"9.52";"";"";"UO_0000065";"20.20";"0.38";"4.31";"21.25";"False";"CHEMBL3371192";"Antagonist activity at human recombinant 5HT6 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352745";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3308072";""
"CHEMBL3286580";"IDALOPIRDINE";"3";"398.38";"0";"4.92";"66, Lu AE58054";"Fc1ccc2c(CCNCc3cccc(OCC(F)(F)C(F)F)c3)c[nH]c2c1";"Ki";"'='";"0.83";"nM";"9.08";"";"";"UO_0000065";"22.79";"0.44";"4.16";"24.51";"True";"CHEMBL3371192";"Antagonist activity at human recombinant 5HT6 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352745";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3308072";""
"CHEMBL3329436";"";"0";"334.47";"0";"3.04";"46";"CN(C)CCc1cn(S(=O)(=O)c2ccccc2)c2sccc12";"Ki";"'='";"1.2";"nM";"8.92";"";"";"UO_0000065";"26.67";"0.55";"5.88";"21.08";"False";"CHEMBL3371192";"Antagonist activity at human recombinant 5HT6 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352745";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3308072";""
"CHEMBL1949965";"";"0";"495.48";"0";"3.77";"18";"Cl.O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2)CC1)c1ccc2ncccc2c1";"Ki";"'='";"397.0";"nM";"6.40";"";"";"UO_0000065";"13.95";"0.28";"2.63";"9.77";"False";"CHEMBL1954584";"Displacement of [3H]-LSD from human full length cloned 5HT6 receptor expressed in human HEK293 cells by liquid scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1949570";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"CHEMBL3307715";""
"CHEMBL1949964";"";"0";"529.92";"0";"4.42";"17";"Cl.O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2)CC1)c1cnc2ccc(Cl)cc2c1";"Ki";"'='";"155.0";"nM";"6.81";"";"";"UO_0000065";"13.80";"0.29";"2.39";"10.39";"False";"CHEMBL1954584";"Displacement of [3H]-LSD from human full length cloned 5HT6 receptor expressed in human HEK293 cells by liquid scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1949570";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"CHEMBL3307715";""
"CHEMBL1949976";"";"0";"535.54";"0";"4.50";"35";"Cl.O=S(=O)(c1cnc2ccccc2c1)N1CCC(CCN2CCN(c3ccc(Cl)cc3)CC2)CC1";"Ki";"'='";"24840.0";"nM";"4.61";"";"";"UO_0000065";"9.23";"0.18";"0.10";"8.11";"False";"CHEMBL1954584";"Displacement of [3H]-LSD from human full length cloned 5HT6 receptor expressed in human HEK293 cells by liquid scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1949570";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"CHEMBL3307715";""
"CHEMBL1949966";"";"0";"495.48";"0";"3.77";"19";"Cl.O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2)CC1)c1cccc2cccnc12";"Ki";"'='";"3765.0";"nM";"5.42";"";"";"UO_0000065";"11.82";"0.24";"1.65";"8.28";"False";"CHEMBL1954584";"Displacement of [3H]-LSD from human full length cloned 5HT6 receptor expressed in human HEK293 cells by liquid scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1949570";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"CHEMBL3307715";""
"CHEMBL2220442";"FLUVASTATIN";"4";"411.47";"0";"4.63";"FLUVASTATIN";"CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL3403331";"";"0";"404.94";"0";"4.50";"5";"Cc1ccc(S(=O)(=O)c2nc(N3CCc4ccccc4C3)sc2Cl)cc1";"Ki";"'='";"1174.0";"nM";"5.93";"";"";"UO_0000065";"14.64";"0.31";"1.43";"11.80";"False";"CHEMBL3404595";"Displacement of [3H]LSD from human cloned 5-HT6R expressed in HEK293 cells at 0.1 and 1 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3399949";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"CHEMBL3307715";""
"CHEMBL3403333";"";"0";"404.47";"0";"2.95";"7";"O=S(=O)(c1ccc(F)cc1)N1CC=c2ccccc2=C1c1c[nH]c2ccccc12";"Ki";"'='";"5826.0";"nM";"5.24";"";"";"UO_0000065";"12.94";"0.25";"2.28";"9.85";"False";"CHEMBL3404595";"Displacement of [3H]LSD from human cloned 5-HT6R expressed in HEK293 cells at 0.1 and 1 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3399949";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"CHEMBL3307715";""
