	Standard Type	Standard Value	Smiles
16330	Ki	35.7	CN1CCN(CC1)CC2=CN(C3=C2C=CC(=C3)Cl)S(=O)(=O)C4=CC=CC=C4
16331	Ki	348.0	COC1=CC2=C(C=C1)N(C=C2CN3CCN(CC3)CCF)S(=O)(=O)C4=CC=CC=C4Br
16332	Ki	6.7	CCN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4Br
16333	Ki	18.4	CN1CCN(CC1)CC2=CN(C3=C2C(=CC=C3)OC)S(=O)(=O)C4=CC=C(C=C4)F
16334	Ki	50.0	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC(=C3)O)CN4CCN(CC4)C.Cl.Cl
16335	Ki	5.7	CN1CCCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4Br
16336	Ki	277.0	CN1CCN(CC1)CC2=CN(C3=C2C=CC=N3)S(=O)(=O)C4=CC=CC=C4
16337	Ki	398.0	CN1CCN(CC1)CCC2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC=CC=C4Br.Cl.Cl
16338	Ki	37.8	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F
16339	Ki	11.5	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC5=CC=CC=C54
16340	Ki	119.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC(=C(C=C4)F)F
16341	Ki	7.79	CN1CCCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)F.Cl.Cl
16342	Ki	58.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC(=C4)F
16343	Ki	1.3	COC1=CC2=C(C=C1)N(C=C2CN3CCNCC3)S(=O)(=O)C4=CC=CC=C4Br.CS(=O)(=O)O.CS(=O)(=O)O.O.O
16350	Ki	23.5	CN1CCN(CC1)CC2=CN(C3=C2C(=CC=C3)Cl)S(=O)(=O)C4=CC=CC=C4Br
16351	Ki	29.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=C(C=C(C=C4)F)Cl
16352	Ki	30.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=C(C=C(C=C4)F)F
16353	Ki	9.6	CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)CN4CCN(CC4)C
16354	Ki	96.3	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OCC(F)(F)F)S(=O)(=O)C4=CC=C(C=C4)Br
16355	Ki	9.2	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)F)S(=O)(=O)C4=CC=C(C=C4)Br
16356	Ki	133.0	C1CN(CCN1CC2=CC=CC=C2)CC3=CN(C4=CC=CC=C43)S(=O)(=O)C5=CC=CC=C5Br
16357	Ki	10.200000000000001	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4Br
16358	Ki	28.2	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=C(C=C(C=C4)Cl)Cl
16359	Ki	6.8999999999999995	COC1=CC2=C(C=C1)N(C=C2CN3CCNCC3)S(=O)(=O)C4=CC=C(C=C4)F.CS(=O)(=O)O.CS(=O)(=O)O
16360	Ki	482.0	CN1CCN(CC1)CC2=CNC3=CC=CC=C32
16361	Ki	200.0	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)[N+](=O)[O-])S(=O)(=O)C4=CC=CC=C4Br
16362	Ki	18.700000000000003	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)O)S(=O)(=O)C4=CC=CC=C4Br
16366	Ki	9.2	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC=C3Cl)CN4CCN(CC4)C
16367	Ki	18.3	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)OC
16368	Ki	20.0	CCN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)F
16372	Ki	289.0	CN1CCN(CC1)CCC2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC(=CC=C4)Br.Cl.Cl
16373	Ki	36.3	CC(C)OC1=CC2=C(C=C1)N(C=C2CN3CCN(CC3)C)S(=O)(=O)C4=CC=CC=C4Br
16374	Ki	27.599999999999998	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC(=C3)Br)CN4CCN(CC4)C
16375	Ki	10.3	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)Br
16379	Ki	17.5	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)Cl)S(=O)(=O)C4=CC=C(C=C4)F
16380	Ki	8.8	CCN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4
16381	Ki	91.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=C(C=CC(=C4)OC)OC
16382	Ki	239.0	CN1CCN(CC1)CC2=CN(C3=C2C=CC(=C3)OC)S(=O)(=O)C4=CC=C(C=C4)F
16383	Ki	326.0	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)F)C(=O)C4=CC=CC=C4Br
16384	Ki	90.5	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)C#N
16385	Ki	36.1	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=C(C=C3)OC)CN4CCN(CC4)C
16386	Ki	29.4	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC(=C4)OC
16464	Ki	4.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)N3C=C4C=C(OC5=CC=CC3=C54)CO
16465	Ki	28.0	CCN(CC)CC1=CC2=CN(C3=C2C(=CC=C3)O1)S(=O)(=O)C4=CC=CC=C4
16470	Ki	20.0	CC1=C(OC2=CC=CC3=C2C1=CN3S(=O)(=O)C4=CC=CC5=CC=CC=C54)CO
16471	Ki	1.0	CN(C)CC1=CC2=CN(C3=C2C(=CC=C3)O1)S(=O)(=O)C4=CC=CC5=CC=CC=C54
16472	Ki	266.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)N3C=C4C=C(OC5=CC=CC3=C54)C=O
16473	Ki	52.0	CC1=C(OC2=CC=CC3=C2C1=CN3S(=O)(=O)C4=CC=CC=C4)CO
16474	Ki	755.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)N3C=C4C=C(OC5=CC=CC3=C54)C#N
16475	Ki	1000.0	C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
16477	Ki	1695.0	C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=CC=C3)C4=CC=CC=C4
16479	Ki	1671.0	C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
16481	Ki	1670.0	C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCCN(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
16483	Ki	1400.0	COC1=CC=C(C=C1)N(CCCCN2CCC(CC2)(C3=CC(=C(C=C3)Cl)C(F)(F)F)O)C4=CC=C(C=C4)OC
16485	Ki	1680.0	C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCN(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
16556	Ki	241.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCC(=O)C4=CC5=C6C(=C4)CCN6C(=O)CC5
16557	Ki	29.46	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCCC(C4=CC5=C6C(=C4)CCN6C(=O)CC5)O
16558	Ki	17.7	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCCC4=CC5=C6C(=C4)CCN6C(=O)CC5
16564	Ki	6.36	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCC(C4=CC5=C6C(=C4)CCN6C(=O)CC5)O
16682	Ki	337.0	C1CCN([C@H](C1)CCN2CCN(CC2)C3=C4C=CSC4=CC=C3)S(=O)(=O)C5=CC=CC6=C5C=CC=N6
16683	Ki	104.0	C1CN([C@H]1CCN2CCN(CC2)C3=C4C=CSC4=CC=C3)S(=O)(=O)C5=CN=CC6=CC=CC=C65
16684	Ki	1483.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=C6C(=CC=C5)OCCO6
16685	Ki	497.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=NOC6=CC=CC=C65
16686	Ki	40.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3)CCN4CCN(CC4)C5=NSC6=CC=CC=C65
16687	Ki	949.0	C1CCN([C@H](C1)CCN2CCN(CC2)C3=NSC4=CC=CC=C43)S(=O)(=O)C5=CC=CC6=C5C=CC=N6
16688	Ki	2057.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=CC=CC6=C5C=CN6
16689	Ki	45.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCC(CC4)C5=NOC6=C5C=CC(=C6)F
16690	Ki	1810.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=C6C(=CC=C5)OC(=O)N6
16691	Ki	190.0	C1CC[C@H](N(CC1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5
16695	Ki	92.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3)CCN4CCN(CC4)C5=NOC6=CC=CC=C65
16696	Ki	13.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5
16697	Ki	18.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCC(=CC4)C5=CNC6=C5C=C(C=C6)Cl
16698	Ki	311.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=NSC6=CC=CC=C65
16699	Ki	2990.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=C6C(=CC=C5)OC(=O)N6
16700	Ki	137.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCC(CC4)C5=NOC6=C5C=CC(=C6)F
16701	Ki	9.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5
16702	Ki	457.0	C1CC[C@H](N(CC1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=NSC6=CC=CC=C65
16703	Ki	169.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCC(CC4)C5=NOC6=C5C=CC(=C6)F
16704	Ki	72.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5
16705	Ki	23.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCC(=CC4)C5=CNC6=C5C=C(C=C6)Cl
16712	Ki	2533.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C(=CC=C5)OCCO6
16716	Ki	348.0	C1CN([C@H]1CCN2CCN(CC2)C3=NSC4=CC=CC=C43)S(=O)(=O)C5=CN=CC6=CC=CC=C65
16717	Ki	360.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3)CCN4CCN(CC4)C5=NSC6=CC=CC=C65
16718	Ki	38.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=NSC6=CC=CC=C65
16719	Ki	996.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C(=CC=C5)OCCO6
16720	Ki	1259.0	C1CCN([C@H](C1)CCN2CCN(CC2)C3=NSC4=CC=CC=C43)S(=O)(=O)C5=CC=NC6=CC=CC=C65
16721	Ki	176.0	C1CC[C@H](N(CC1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5
16722	Ki	221.0	C1CCN([C@H](C1)CCN2CCN(CC2)C3=C4C=CSC4=CC=C3)S(=O)(=O)C5=CN=CC6=CC=CC=C65
16723	Ki	40.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=NSC6=CC=CC=C65
16724	Ki	291.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=NOC6=CC=CC=C65
16725	Ki	77.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCC(=CC4)C5=CNC6=C5C=C(C=C6)Cl
16726	Ki	1263.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=C6C(=CC=C5)OCCO6
16727	Ki	623.0	C1CC[C@H](N(CC1)S(=O)(=O)C2=CC=NC3=CC=CC=C32)CCN4CCN(CC4)C5=NSC6=CC=CC=C65
16728	Ki	344.0	C1CN([C@H]1CCN2CCN(CC2)C3=NSC4=CC=CC=C43)S(=O)(=O)C5=CC=CC6=C5C=CC=N6
16729	Ki	82.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C=CSC6=CC=C5
16730	Ki	2310.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=CC=CC6=C5C=CN6
16731	Ki	766.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCN(CC4)C5=CC=CC6=C5C=CN6
16732	Ki	60.0	C1C[C@H](N(C1)S(=O)(=O)C2=CN=CC3=CC=CC=C32)CCN4CCC(=CC4)C5=CNC6=C5C=C(C=C6)Cl
16733	Ki	3912.0	C1C[C@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=C6C(=CC=C5)OC(=O)N6
16734	Ki	130.0	C1CN([C@H]1CCN2CCN(CC2)C3=C4C=CSC4=CC=C3)S(=O)(=O)C5=CC=CC6=C5C=CC=N6
16735	Ki	641.0	C1C[C@@H](N(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3)CCN4CCN(CC4)C5=CC=CC6=C5C=CN6
16736	Ki	1716.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC5=C4N=CC=C5
16737	Ki	58.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=NSC5=CC=CC=C54
16738	Ki	157.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC5=CC=CC=C54
16739	Ki	921.0	COC1=CC=CC(=C1)N2CCN(CC2)CCCCCCN3C(=O)C4=CC=CC=C4S3(=O)=O
16740	Ki	459.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC=C4Cl
16741	Ki	52.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC(=C4)C(F)(F)F
16742	Ki	1272.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC=C4C(F)(F)F
16743	Ki	372.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC(=CC=C4)Cl
16744	Ki	132.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC(=C(C=C4)Cl)Cl
16745	Ki	104.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=NC=CC=N4
16746	Ki	1619.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC=C4F
16747	Ki	971.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC=C4
16748	Ki	920.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=C(C(=CC=C4)Cl)Cl
16749	Ki	2352.0	C1CN(CCN1CCCCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=CC=CC=N4
16754	Ki	71.0	COC1=CC2=C(C=C1)NC=C2C3CCN(CC3)CCCCN4C(=O)CC(C4=O)C5=CNC6=C5C=C(C=C6)F
16755	Ki	301.0	C1CN(CCC1C2=CNC3=C2C=C(C=C3)F)CCCCN4C(=O)CC(C4=O)C5=CNC6=C5C=C(C=C6)F
16756	Ki	81.0	COC1=CC2=C(C=C1)NC=C2C3CC(=O)N(C3=O)CCCCN4CCC(CC4)C5=CNC6=CC=CC=C65
16757	Ki	85.0	COC1=CC2=C(C=C1)NC=C2C3CC(=O)N(C3=O)CCCCN4CCC(CC4)C5=CNC6=C5C=C(C=C6)F
16758	Ki	29.0	C1CN(CCC1C2=CNC3=CC=CC=C32)CCCCN4C(=O)CC(C4=O)C5=CNC6=C5C=C(C=C6)F
16759	Ki	427.0	COC1=CC2=C(C=C1)NC=C2C3CCN(CC3)CCCCN4C(=O)CC(C4=O)C5=CNC6=C5C=C(C=C6)OC
16790	Ki	55.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC(=CC=C4)O
16791	Ki	109.0	COC1=CC=CC2=C1C(=CN2)CCNCC3=CC=C(O3)C4=CC=CC=C4
16792	Ki	2.0	C1=CC(=CC=C1C2=CC=C(O2)CNCCC3=CNC4=C3C=C(C=C4)F)O
16793	Ki	132.0	COC1=CC=CC2=C1C(=CN2)CCNCC3=CC=C(O3)C4=CC=C(C=C4)F
16794	Ki	5.0	CC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC=C(C=C4)O
16795	Ki	1032.0	CC(CC1=CN(C2=CC=CC=C21)C)NCC3=CC=C(O3)C4=CC(=CC=C4)OC
16796	Ki	60.0	C1=CC(=CC=C1C2=CC=C(O2)CNCCC3=CNC4=C3C=C(C=C4)Cl)O
16797	Ki	475.0	CC(CC1=CNC2=CC=CC=C21)NCC3=CC=C(O3)C4=CC=C(C=C4)O
16798	Ki	25.0	C1=CC(=CC=C1C2=CC=C(O2)CNCCC3=CNC4=C3C=C(C=N4)F)O
16800	Ki	101.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC5=CC=CC=C5N=C4
16801	Ki	1696.0	COC1=CC2=C(C=C1)OC=C2CCNCC3=CC=C(O3)C4=CC=C(C=C4)O
16802	Ki	693.0	COC1=C(C=C(C=C1)C2=CC=C(O2)CNCCC3=CNC4=CC=CC=C43)OC
16803	Ki	220.0	C1OC2=C(O1)C=C(C=C2)C3=CC=C(O3)CNCCC4=CNC5=CC=CC=C54
16804	Ki	522.0	C1=CC(=CC=C1C2=CC=C(O2)CNCCC3=COC4=C3C=C(C=C4)F)O
16805	Ki	199.0	CN(CCC1=CNC2=C1C=C(C=C2)OC)CC3=CC=C(O3)C4=CC=C(C=C4)O
16806	Ki	152.0	C1=CC=C(C=C1)C2=CC=C(S2)CNCCC3=CNC4=CC=CC=C43
16807	Ki	91.0	C1=CC=C(C=C1)C2=CC=C(O2)CNCCC3=CNC4=CC=CC=C43
16808	Ki	303.0	CN1C=C(C2=CC=CC=C21)CCNCC3=CC=C(O3)C4=CC=CC=C4
16809	Ki	76.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC(=CC=C4)OC
16810	Ki	7.0	C1=CC=C2C(=C1)C(=CN2)CCNCC3=CC=C(O3)C4=CC=C(C=C4)O
16811	Ki	345.0	CC(CC1=CNC2=C1C=C(C=C2)OC)NCC3=CC=C(O3)C4=CC=C(C=C4)O
16812	Ki	266.0	C1=CC=C2C(=C1)C(=CN2)CCNCC3=CC=C(O3)C4=CC(=CC(=C4)Cl)Cl
16813	Ki	556.0	CN1C=C(C2=CC=CC=C21)CCNCC3=CC=C(O3)C4=CC(=CC=C4)OC
16814	Ki	14.0	COC1=CC=CC2=C1C(=CN2)CCNCC3=CC=C(O3)C4=CC=C(C=C4)O
16815	Ki	201.0	C1=CC=C2C(=C1)C=CC=C2C3=CC=C(O3)CNCCC4=CNC5=CC=CC=C54
16816	Ki	90.0	COC1=CC=C(C=C1)C2=CC=C(O2)CNCCC3=CNC4=C3C=C(C=C4)OC
16817	Ki	334.0	CCCN(CCC1=CNC2=CC=CC=C21)CC3=CC=C(O3)C4=CC=CC=C4
16818	Ki	185.0	C1=CC=C2C(=C1)C(=CN2)CCNCC3=CC=C(O3)C4=CC(=CC=C4)Cl
16819	Ki	774.0	C1=CC=C2C(=C1)C(=CN2)CCNCC3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-]
16820	Ki	21.0	CC1=C(C2=C(N1)C=CC(=C2)OC)CCNCC3=CC=C(O3)C4=CC=C(C=C4)O
16821	Ki	418.0	C1=CC=C2C(=C1)C=CC=C2C3=CC=C(S3)CNCCC4=CNC5=CC=CC=C54
16822	Ki	1463.0	CC(=O)OC1=CC=C(C=C1)C2=CC=C(O2)CNCCC3=CNC4=CC=CC=C43
16823	Ki	264.0	C1=CC=C(C=C1)C2=CC=C(N2)CNCCC3=CNC4=CC=CC=C43
16824	Ki	61.0	CN(CCC1=CNC2=CC=CC=C21)CC3=CC=C(O3)C4=CC=CC=C4
16825	Ki	210.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC(=CC(=C4)Cl)Cl
16826	Ki	419.0	C1=CC=C2C(=C1)C(=CN2)CCNCC3=CC=C(O3)C4=CC=CO4
16827	Ki	531.0	C1=CC2=C(NC=C2CCNCC3=CC=C(O3)C4=CC=C(C=C4)O)N=C1
16828	Ki	486.0	CC(C)OC1=CC=CC(=C1)C2=CC=C(O2)CNCCC3=CNC4=CC=CC=C43
16829	Ki	2.0	C1=CC(=CC=C1C2=CC=C(O2)CNCCC3=CNC4=C3C=CC(=C4)F)O
16830	Ki	3.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC=C(C=C4)O
16831	Ki	247.0	COC1=CC=CC(=C1)C2=CC=C(O2)CNCCC3=CNC4=C3C(=CC=C4)OC
16832	Ki	121.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CNN=C4
16833	Ki	67.0	COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(O3)C4=CC=C(C=C4)Cl
16836	Ki	61.0	CN1CCN(CC1)C2=C(N=C(O2)C3=CC=CC=C3Cl)S(=O)(=O)C4=CC=CC=C4
16837	Ki	20.0	CC(CSC1=NC2=CC=CC=C2C(=O)N1C3=CC=C(C=C3)Cl)N(C)C
16838	Ki	875.0	CC1=CC(=NC(=N1)NCC2=CC=CC=C2)OCCN(C)C
16839	Ki	145.0	C1=CC=C(C=C1)C2=CC=C(O2)NCCC3=CNC4=CC=CC=C43
16840	Ki	198.0	CC1=NC(=C2C3=C(CCC3)SC2=N1)N4CCCN(CC4)C
16841	Ki	596.0	CN1C/C(=C/C2=CC=C(C=C2)F)/C3C(=C1)C(NC(=S)N3)C4=CC=C(C=C4)F
16842	Ki	7.0	CN1CCN(CC1)C2=NC(=C3CNN(C3=N2)C)NCC4=CC=CC=C4
16843	Ki	21.0	C1CCC2C(C1)C(=O)NC(=N2)/N=C(\N)/N3CCC(CC3)CC4=CC=CC=C4
16844	Ki	58.0	COC1=CC(=C(C=C1)CC2=NC(=NC3=C2N=CC=C3)N4CCNCC4)OC
16845	Ki	894.0	C1CCN(C1)CC2=CC(=C3C=CC=NC3=C2O)CSC4=CC=CC=C4
16846	Ki	316.0	CCC1=CC2=C(N=C(N=C2S1)C)N3CCN(CC3)C
16847	Ki	594.0	CC1=CC=CN2C1=NC3C(C2=O)C=C(C(=N)N3CC4=CC=C(C=C4)F)S(=O)(=O)C5=CC=CC=C5
16848	Ki	8883.0	CN1CCN(CC1)C2=NC(=NC=C2)SCC3=CC=CC=C3Cl
16849	Ki	240.0	CN(CCCN1CCN(CC1)C2=CC=CC3=C2C=CN3CC4=CC=CC=C4)CC5=CC=CC=C5
16850	Ki	18.0	CC1=C(C=CC=C1OCC2=CC=CC=C2)N3CCN(CC3)CCCCCCNC4=C5CCCCC5=NC6=C4CCCC6
16890	Ki	2.0	COC1=CC2=C(C=C1)N(C=C2C3=CN=C(N3)N)S(=O)(=O)C4=CC=CC=C4.Cl
16892	Ki	14.0	CCC(=O)NC1=NC(=C(N1)C)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4
16893	Ki	10.0	C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)C4=CN=C(N4)N.Cl
16894	Ki	250.0	CC1=C(NC2=NC=CC=[N+]12)C3=CN(C4=C3C=C(C=C4)OC)S(=O)(=O)C5=CC=CC=C5.[Br-]
16895	Ki	10.0	CC1=C(N=C(N1)N)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC5=CC=CC=C54.Cl
16896	Ki	25.0	CC1=C(N=C(N1)NC(=O)C)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4
16897	Ki	9.0	CC1=C(N=C(N1)N)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC5=CC=CC=C5C=C4.Cl
16898	Ki	34.0	C1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C(C=CC=C32)C4=CN=C(N4)N.Cl
16899	Ki	50.0	CC(=O)NC1=NC=C(N1)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC(=C4)F
16900	Ki	23.0	CC1=C(N=C(N1)NC(=O)C)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC5=CC=CC=C5C=C4
16901	Ki	21.0	CC1=C(N=C(N1)NCC(F)F)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4
16903	Ki	78.0	CC1=C(NC2=CC=CC=[N+]12)C3=CN(C4=C3C=C(C=C4)OC)S(=O)(=O)C5=CC=CC=C5.[Br-]
16904	Ki	44.0	CC1=C(N=C(S1)N)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC5=CC=CC=C54
16905	Ki	10.0	CC1=C(N=C(N1)NC(=O)C)C2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4
